Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,Pos-Summary,Name-additional
1141,Anthony Santander,29,BAL,AL,130,129,104,1120.1,271,262,7,2,2,.993,9,10,-7,-7,0,2.16,2.05,OF-1B,santaan02
1142,Tony Santillan,27,CIN,NL,29,1,0,30.0,5,2,1,2,0,.600,,,0,0,0,0.90,0.10,P,santito01
1143,Gregory Santos,24,SEA,AL,8,0,0,7.1,5,2,3,0,0,1.000,,,0,0,0,6.14,0.63,P,santogr01
1144,Tayler Saucedo,31,SEA,AL,53,0,0,38.2,10,0,9,1,0,.900,,,0,0,0,2.09,0.17,P,sauceta01
1145,Matt Sauer,25,KCR,AL,14,0,0,16.1,2,0,2,0,0,1.000,,,0,0,0,1.10,0.14,P,sauerma01
1146,Josh Sborz,30,TEX,AL,17,0,0,16.1,3,2,1,0,0,1.000,,,-1,-12,0,1.65,0.18,P,sborzjo01
1147,Nolan Schanuel,22,LAA,AL,145,137,131,1211.1,1101,1018,76,7,127,.994,-5,-5,1,1,0,8.13,7.60,1B,schanno01
1148,Max Scherzer,39,TEX,AL,9,9,0,43.1,10,4,5,1,0,.900,,,0,0,0,1.87,1.00,P,scherma01
1149,Clarke Schmidt,28,NYY,AL,16,16,0,85.1,15,7,7,1,0,.933,,,1,2,0,1.48,0.88,P,schmicl01
1150,Casey Schmitt,25,SFG,NL,38,29,20,267.0,93,30,60,3,12,.968,-3,-13,-3,-13,0,3.03,2.37,2B-SS-3B,schmica01
1151,Daniel Schneemann,27,CLE,AL,70,61,21,505.0,163,89,68,6,12,.963,-1,-2,2,4,0,2.80,1.78,OF-SS-3B-2B,schneda04
1152,Davis Schneider,25,TOR,AL,133,106,69,960.2,294,202,90,2,16,.993,5,6,-2,-2,-2,2.74,1.96,OF-2B,schneda03
1153,John Schreiber,30,KCR,AL,59,0,0,51.2,11,6,4,1,0,.909,,,-1,-4,0,1.74,0.17,P,schrejo01
1154,Max Schuemann,27,OAK,AL,132,119,106,1071.2,415,139,261,15,48,.964,-6,-6,-7,-7,1,3.36,2.88,SS-3B-2B-OF,schuema01
1155,Aaron Schunk,26,COL,NL,33,28,23,249.0,109,39,69,1,15,.991,3,14,3,14,0,3.90,3.27,2B-3B-SS,schunaa01
1156,Kyle Schwarber,31,PHI,NL,5,5,3,41.0,10,10,0,0,0,1.000,0,5,0,0,0,2.20,2.00,OF,schwaky01
1157,Spencer Schwellenbach,24,ATL,NL,21,21,0,123.2,33,9,24,0,2,1.000,,,5,8,0,2.40,1.57,P,schwesp01
1158,Christian Scott,25,NYM,NL,9,9,0,47.1,5,3,2,0,0,1.000,,,1,4,0,0.95,0.56,P,scottch01
1159,Tanner Scott,29,TOT,NL,72,0,0,72.0,12,5,5,2,0,.833,,,-2,-33,0,1.25,0.14,P,scottta01
1160,Tayler Scott,32,HOU,AL,62,1,0,68.2,16,11,5,0,0,1.000,,,1,3,0,2.10,0.26,P,scottta02
1161,Victor Scott II,23,STL,NL,52,40,37,376.0,97,95,0,2,0,.979,-4,-14,-1,-3,-1,2.27,1.83,OF,scottvi01
1162,Corey Seager,30,TEX,AL,113,113,100,959.1,415,137,271,7,52,.983,7,9,4,5,-1,3.83,3.61,SS,seageco01
1163,JP Sears,28,OAK,AL,32,32,0,180.2,21,3,17,1,2,.952,,,-2,-2,-1,1.00,0.63,P,searsjp01
1164,Colin Selby,26,TOT,AL,5,0,0,7.0,2,2,0,0,0,1.000,,,0,0,0,2.57,0.40,P,selbyco01
1165,Marcus Semien,33,TEX,AL,159,159,148,1382.2,610,214,389,7,77,.989,14,12,10,9,-2,3.93,3.79,2B,semiema01
1166,Kodai Senga,31,NYM,NL,1,1,0,5.1,1,1,0,0,0,1.000,,,0,0,0,1.69,1.00,P,sengako01
1167,Antonio Senzatela,29,COL,NL,3,3,0,12.1,3,2,1,0,1,1.000,,,0,0,0,2.19,1.00,P,senzaan01
1168,Nick Senzel,29,TOT,MLB,54,52,45,446.1,143,35,102,6,8,.958,-3,-9,-11,-29,-1,2.76,2.54,3B-OF,senzeni01
1169,Brian Serven,29,TOR,AL,27,19,15,182.0,174,168,5,1,0,.994,-1,-7,2,13,2,8.55,6.41,C,servebr01
1170,Luis Severino,30,NYM,NL,31,31,1,182.0,44,9,30,5,2,.886,,,5,5,-1,1.93,1.26,P,severlu01
1171,Paul Sewald,34,ARI,NL,42,0,0,39.2,6,3,3,0,0,1.000,,,0,0,0,1.36,0.14,P,sewalpa01
1172,Bryan Shaw,36,CHW,AL,5,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,shawbr01
1173,Gavin Sheets,28,CHW,AL,88,84,61,695.1,376,346,28,2,29,.995,-9,-15,-7,-12,-1,4.84,4.25,1B-OF,sheetga01
1174,Austin Shenton,26,TBR,AL,10,8,7,69.1,65,62,3,0,3,1.000,0,3,0,0,0,8.44,6.50,1B,shentau01
1175,Braden Shewmake,26,CHW,AL,25,21,15,178.0,64,13,48,3,7,.953,0,-2,-1,-7,0,3.08,2.44,SS-3B-2B,shewmbr01
1176,Zack Short,29,TOT,MLB,36,22,19,214.1,59,11,43,5,5,.915,1,3,1,5,0,2.27,1.50,3B-SS-2B,shortza01
1177,Chasen Shreve,33,COL,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,shrevch01
1178,Chase Shugart,27,BOS,AL,6,0,0,8.2,1,0,1,0,0,1.000,,,0,0,0,1.04,0.17,P,shugach01
1179,Jared Shuster,25,CHW,AL,39,4,0,73.1,11,6,4,1,0,.909,,,0,0,0,1.23,0.26,P,shustja01
1180,Michael Siani,24,STL,NL,121,98,70,877.1,243,242,1,0,0,1.000,12,16,9,12,-2,2.49,2.01,OF,sianimi01
1181,Chase Silseth,24,LAA,AL,2,2,0,8.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,silsech01
1182,Lucas Sims,30,TOT,ZZ,58,0,0,49.1,9,4,5,0,1,1.000,,,0,0,0,1.64,0.16,P,simslu01
1183,Brady Singer,27,KCR,AL,32,32,0,179.2,34,14,19,1,0,.971,,,3,3,0,1.65,1.03,P,singebr01
1184,Jon Singleton,32,HOU,AL,94,88,72,768.2,640,568,64,8,60,.988,-14,-21,-8,-12,1,7.40,6.72,1B,singljo02
1185,Jose Siri,28,TBR,AL,128,116,110,1049.2,345,337,1,7,1,.980,6,7,12,13,0,2.90,2.62,OF-1B,sirijo01
1186,Paul Skenes,22,PIT,NL,23,23,0,133.0,26,7,17,2,1,.923,,,1,2,0,1.62,1.04,P,skenepa01
1187,Tarik Skubal,27,DET,AL,31,31,0,192.0,29,7,19,3,2,.897,,,3,3,0,1.22,0.84,P,skubata01
1188,Justin Slaten,26,BOS,AL,44,0,0,55.1,4,2,2,0,0,1.000,,,0,0,0,0.65,0.09,P,slateju01
1189,Austin Slater,31,TOT,ZZ,75,46,18,414.1,96,91,3,2,0,.979,-3,-8,0,0,0,2.04,1.25,OF,slateau01
1190,Burch Smith,34,TOT,ZZ,50,0,0,56.1,8,1,7,0,0,1.000,,,0,0,0,1.28,0.16,P,smithbu03
1191,Cade Smith,25,CLE,AL,74,0,0,75.1,7,4,3,0,0,1.000,,,1,3,0,0.84,0.09,P,smithca06
1192,Dominic Smith,29,TOT,MLB,82,71,48,616.0,556,472,77,7,49,.987,9,18,-2,-3,-1,8.02,6.46,1B-P,smithdo02
1193,Drew Smith,30,NYM,NL,19,0,0,17.2,1,0,1,0,0,1.000,,,0,0,0,0.51,0.05,P,smithdr01
1194,Josh Smith,26,TEX,AL,132,122,113,1086.0,337,115,211,11,21,.967,-6,-7,-1,-1,0,2.70,2.36,3B-SS-OF-2B,smithjo11
1195,Pavin Smith,28,ARI,NL,49,34,18,298.1,105,98,7,0,5,1.000,-3,-11,-4,-16,0,3.17,2.10,OF-1B-P,smithpa04
1196,Will Smith,34,KCR,AL,45,0,0,41.1,10,0,7,3,0,.700,,,1,5,0,1.52,0.16,P,smithwi04
1197,Will Smith,29,LAD,NL,121,117,113,1051.1,1066,1000,58,8,3,.992,6,7,-4,-5,-5,9.06,8.74,C,smithwi05
1198,AJ Smith-Shawver,21,ATL,NL,1,1,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,smithaj01
1199,Drew Smyly,35,CHC,NL,50,0,0,58.2,7,3,3,1,0,.857,,,-2,-7,0,0.92,0.12,P,smylydr01
1200,Kirby Snead,29,SEA,AL,11,0,0,10.1,5,0,5,0,0,1.000,,,0,0,0,4.35,0.45,P,sneadki01
1201,Blake Snell,31,SFG,NL,20,20,1,104.0,14,5,8,1,0,.929,,,1,2,1,1.13,0.65,P,snellbl01
1202,Collin Snider,28,SEA,AL,42,0,0,41.2,9,5,3,1,0,.889,,,0,0,0,1.73,0.19,P,snideco01
1203,Tyler Soderstrom,22,OAK,AL,59,53,42,455.0,404,377,24,3,47,.993,1,3,-3,-8,1,7.93,6.68,1B-C,soderty01
1204,Nick Sogard,26,BOS,AL,31,23,15,205.1,91,32,58,1,10,.989,1,5,1,6,0,3.94,2.57,2B-3B-SS-1B,sogarni01
1205,Donovan Solano,36,SDP,NL,57,46,39,421.1,207,148,58,1,20,.995,-1,-4,0,0,1,4.40,3.49,3B-1B-2B,solando01
1206,Jorge Soler,32,ATL,NL,46,46,13,326.0,63,60,2,1,0,.984,-11,-41,-10,-36,-2,1.71,1.35,OF,solerjo01
1207,George Soriano,25,MIA,NL,22,0,0,29.1,6,3,3,0,0,1.000,,,1,7,0,1.84,0.27,P,soriage01
1208,José Soriano,25,LAA,AL,22,20,0,113.0,33,15,16,2,3,.939,,,2,4,0,2.47,1.41,P,soriajo02
1209,Michael Soroka,26,CHW,AL,25,9,0,79.2,12,3,7,2,0,.833,,,-1,-3,0,1.13,0.40,P,sorokmi01
1210,Edmundo Sosa,28,PHI,NL,86,68,50,628.2,291,101,184,6,36,.979,3,7,6,11,-1,4.08,3.13,SS-2B-3B,sosaed01
1211,Lenyn Sosa,24,CHW,AL,97,91,84,807.1,288,115,167,6,42,.979,-7,-11,-9,-13,-2,3.14,2.79,3B-2B-1B,sosale01
1212,Gregory Soto,29,TOT,ZZ,66,0,0,53.0,10,3,7,0,0,1.000,,,-1,-22,0,1.70,0.15,P,sotogr01
1213,Juan Soto,25,NYY,AL,151,151,140,1329.2,314,302,10,2,1,.994,2,2,0,0,3,2.11,2.07,OF,sotoju01
1214,Livan Soto,24,BAL,AL,11,4,1,39.0,17,6,11,0,5,1.000,0,3,0,0,0,3.92,1.42,2B-3B-SS,sotoli01
1215,Alex Speas,26,HOU,AL,1,0,0,2.0,1,1,0,0,0,1.000,,,0,0,0,4.50,1.00,P,speasal01
1216,Gabe Speier,29,SEA,AL,29,0,0,23.2,3,0,3,0,0,1.000,,,-1,-8,0,1.14,0.10,P,speiega01
1217,Mitch Spence,26,OAK,AL,35,24,0,151.1,24,11,12,1,1,.958,,,0,0,0,1.37,0.66,P,spencmi01
1218,Carson Spiers,26,CIN,NL,22,10,0,90.2,13,9,4,0,1,1.000,,,1,2,0,1.29,0.59,P,spierca01
1219,George Springer,34,TOR,AL,124,120,109,1038.2,224,219,3,2,0,.991,-6,-6,-1,-1,0,1.92,1.79,OF,springe01
1220,Jeffrey Springs,31,TBR,AL,7,7,0,33.0,2,2,0,0,0,1.000,,,-1,-6,0,0.55,0.29,P,sprinje01
1221,Jacob Stallings,34,COL,NL,76,67,58,603.2,537,506,24,7,1,.987,0,0,-6,-12,1,7.90,6.97,C,stallja01
1222,Ryne Stanek,32,TOT,ZZ,63,0,0,55.1,6,5,1,0,0,1.000,,,0,0,0,0.98,0.10,P,stanery01
1223,Josh Staumont,30,MIN,AL,25,0,0,24.1,3,1,2,0,0,1.000,,,0,0,0,1.11,0.12,P,staumjo01
1224,Justin Steele,28,CHC,NL,24,24,1,134.2,10,3,7,0,0,1.000,,,-1,-1,0,0.67,0.42,P,steelju01
1225,Spencer Steer,26,CIN,NL,151,150,116,1306.1,601,548,47,6,30,.990,-1,-1,-1,0,1,4.10,3.44,OF-1B-2B-SS,steersp01
1226,Michael Stefanic,28,LAA,AL,36,31,19,264.1,127,50,77,0,25,1.000,3,12,-1,-5,0,4.32,3.43,2B-3B-P,stefami01
1227,Jackson Stephens,30,ATL,NL,3,0,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,stephja01
1228,Tyler Stephenson,27,CIN,NL,127,112,107,1001.0,981,945,32,4,4,.996,-1,-2,-8,-10,0,8.78,7.69,C,stephty01
1229,Justin Sterner,27,TBR,AL,2,0,0,4.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,sternju01
1230,Cal Stevenson,27,PHI,NL,16,6,3,59.0,24,23,1,0,0,1.000,-1,-15,-1,-20,1,3.66,1.50,OF,steveca01
1231,Brock Stewart,32,MIN,AL,16,0,0,15.2,3,1,2,0,1,1.000,,,0,0,0,1.72,0.19,P,stewabr01
1232,DJ Stewart,30,NYM,NL,36,29,6,206.0,51,49,2,0,1,1.000,-7,-39,-5,-29,0,2.23,1.38,OF-1B,stewadj01
1233,Gavin Stone,25,LAD,NL,25,25,1,140.1,29,16,13,0,2,1.000,,,3,4,0,1.86,1.16,P,stonega01
1234,Trevor Story,31,BOS,AL,26,26,24,227.2,94,32,61,1,13,.989,2,9,2,11,0,3.68,3.58,SS,storytr01
1235,Bryson Stott,26,PHI,NL,144,133,122,1201.1,570,232,332,6,74,.989,-4,-4,6,6,1,4.23,3.74,2B-SS,stottbr01
1236,Kyle Stowers,26,TOT,ZZ,59,48,26,421.1,117,114,3,0,0,1.000,1,2,-1,-2,0,2.50,1.98,OF,stoweky01
1237,Matt Strahm,32,PHI,NL,66,0,0,62.2,3,1,2,0,0,1.000,,,1,3,0,0.43,0.05,P,strahma01
1238,Chris Stratton,33,KCR,AL,57,0,0,58.1,12,2,10,0,1,1.000,,,3,10,0,1.85,0.21,P,stratch01
1239,Hunter Stratton,27,PIT,NL,36,0,0,37.2,6,2,2,2,0,.667,,,0,0,0,0.96,0.11,P,strathu01
1240,Myles Straw,29,CLE,AL,5,1,0,14.0,4,4,0,0,0,1.000,1,94,-1,-85,0,2.57,0.80,OF,strawmy01
1241,Hunter Strickland,35,LAA,AL,72,0,0,73.1,5,2,3,0,0,1.000,,,0,0,0,0.61,0.07,P,strichu01
1242,Spencer Strider,25,ATL,NL,2,2,0,9.0,1,1,0,0,0,1.000,,,0,0,0,1.00,0.50,P,stridsp01
1243,Ross Stripling,34,OAK,AL,22,14,0,85.1,14,5,8,1,0,.929,,,-1,-2,0,1.37,0.59,P,stripro01
1244,Marcus Stroman,33,NYY,AL,30,29,0,154.2,32,13,18,1,1,.969,,,-2,-3,0,1.80,1.03,P,stromma01
1245,Peter Strzelecki,29,CLE,AL,10,0,0,11.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,strzepe01
1246,Garrett Stubbs,31,PHI,NL,55,47,44,428.1,435,417,16,2,2,.995,1,2,-2,-6,0,9.10,7.73,C-P,stubbga01
1247,Albert Suárez,34,BAL,AL,32,24,0,133.2,25,9,15,1,2,.960,,,3,4,0,1.62,0.75,P,suareal01
1248,Eugenio Suárez,32,ARI,NL,155,154,146,1361.2,390,88,292,10,33,.974,3,3,-4,-4,-3,2.51,2.45,3B,suareeu01
1249,José Suarez,26,LAA,AL,22,3,0,52.1,3,0,3,0,0,1.000,,,0,0,0,0.52,0.14,P,suarejo01
1250,Ranger Suárez,28,PHI,NL,27,27,1,150.2,34,7,27,0,1,1.000,,,5,7,0,2.03,1.26,P,suarera01
1251,Robert Suarez,33,SDP,NL,65,0,0,65.0,7,5,2,0,0,1.000,,,1,3,0,0.97,0.11,P,suarero01
1252,Wander Suero,32,HOU,AL,1,0,0,0.0,0,0,0,0,0,,,,0,,,,0.00,P,suerowa01
1253,Brett Sullivan,30,SDP,NL,7,4,4,39.0,47,45,1,1,0,.979,0,-7,-1,-31,0,10.62,6.57,C-1B,sullibr01
1254,Cole Sulser,34,TOT,ZZ,10,2,0,16.1,1,0,1,0,0,1.000,,,0,0,0,0.55,0.10,P,sulseco01
1255,Brent Suter,34,CIN,NL,47,3,0,65.2,18,7,10,1,0,.944,,,2,6,0,2.33,0.36,P,suterbr01
1256,Jack Suwinski,25,PIT,NL,85,67,45,617.2,178,177,0,1,0,.994,3,5,-15,-29,-1,2.58,2.08,OF,suwinja01
1257,Seiya Suzuki,29,CHC,NL,73,72,69,625.0,158,150,5,3,3,.981,-2,-4,2,3,1,2.23,2.12,OF,suzukse01
1258,Dansby Swanson,30,CHC,NL,148,146,137,1273.1,506,166,335,5,56,.990,1,1,7,7,-1,3.54,3.39,SS,swansda01
1259,Erik Swanson,30,TOR,AL,45,0,0,39.1,5,2,2,1,0,.800,,,0,0,0,0.92,0.09,P,swanser01
1260,Trey Sweeney,24,DET,AL,36,33,28,294.0,145,37,104,4,20,.972,3,13,3,12,0,4.32,3.92,SS,sweentr01
1261,Jameson Taillon,32,CHC,NL,28,28,0,165.1,26,14,11,1,0,.962,,,-2,-2,0,1.36,0.89,P,taillja01
1262,Dillon Tate,30,TOT,AL,33,0,0,36.2,4,2,2,0,0,1.000,,,0,0,0,0.98,0.12,P,tatedi01
1263,Fernando Tatis Jr.,25,SDP,NL,96,95,86,822.2,182,171,6,5,1,.973,-7,-10,0,0,2,1.94,1.84,OF,tatisfe02
1264,Mike Tauchman,33,CHC,NL,75,54,42,521.0,115,113,1,1,1,.991,-6,-14,-5,-11,0,1.97,1.52,OF,tauchmi01
1265,Leody Taveras,25,TEX,AL,148,138,128,1227.0,388,376,9,3,2,.992,-14,-14,-10,-9,-1,2.82,2.60,OF,taverle01
1266,Chris Taylor,33,LAD,NL,85,56,34,564.0,151,98,51,2,10,.987,-4,-9,-2,-4,0,2.38,1.51,OF-3B-2B,tayloch03
1267,Michael A. Taylor,33,PIT,NL,106,80,72,735.2,235,229,3,3,0,.987,13,22,11,17,2,2.84,2.19,OF,taylomi02
1268,Samad Taylor,25,SEA,AL,3,1,0,11.1,1,1,0,0,0,1.000,0,-3,0,0,0,0.79,0.33,OF,taylosa04
1269,Troy Taylor,22,SEA,AL,21,0,0,19.1,1,0,1,0,0,1.000,,,0,0,0,0.47,0.05,P,taylotr01
1270,Tyrone Taylor,30,NYM,NL,113,75,51,754.1,199,193,3,3,0,.985,1,1,10,15,2,2.34,1.73,OF,tayloty01
1271,Julio Teheran,33,NYM,NL,1,1,0,2.2,1,1,0,0,0,1.000,,,0,0,0,3.38,1.00,P,teherju01
1272,Rowdy Tellez,29,PIT,NL,125,105,72,908.0,803,740,61,2,76,.998,1,1,-3,-4,-1,7.94,6.31,1B-P,tellero01
1273,José Tena,23,TOT,MLB,43,42,37,365.1,114,30,74,10,20,.912,-2,-5,-2,-6,1,2.56,2.31,3B-2B,tenajo01
1274,Kai-Wei Teng,25,SFG,NL,4,0,0,11.0,4,2,2,0,0,1.000,,,0,0,0,3.27,1.00,P,tengka01
1275,Bryce Teodosio,25,LAA,AL,4,4,2,29.0,8,7,1,0,1,1.000,-2,-65,-1,-41,0,2.48,2.00,OF,teodobr01
1276,Matt Thaiss,29,LAA,AL,46,41,35,366.2,327,313,10,4,1,.988,0,1,-2,-7,1,7.93,7.02,C,thaisma01
1277,Caleb Thielbar,37,MIN,AL,59,0,0,47.1,7,1,5,1,0,.857,,,-1,-4,0,1.14,0.10,P,thielca01
1278,Alek Thomas,24,ARI,NL,35,26,22,237.0,57,57,0,0,0,1.000,-6,-30,-1,-5,0,2.16,1.63,OF,thomaal01
1279,Lane Thomas,28,TOT,ZZ,127,119,107,1065.2,270,256,7,7,3,.974,-17,-19,-13,-14,-3,2.22,2.07,OF,thomala02
1280,Bubba Thompson,26,CIN,NL,11,5,4,52.0,15,15,0,0,0,1.000,-1,-21,-1,-23,0,2.60,1.36,OF,thompbu01
1281,Keegan Thompson,29,CHC,NL,24,0,0,30.1,4,1,1,2,0,.500,,,-1,-7,0,0.59,0.08,P,thompke02
1282,Ryan Thompson,32,ARI,NL,67,0,0,66.1,21,7,13,1,1,.952,,,-1,-3,0,2.71,0.30,P,thompry02
1283,Zack Thompson,26,STL,NL,5,2,0,17.0,3,2,1,0,0,1.000,,,0,0,0,1.59,0.60,P,thompza02
1284,Trent Thornton,30,SEA,AL,71,0,0,72.1,10,3,6,1,0,.900,,,0,0,0,1.12,0.13,P,thorntr01
1285,Drew Thorpe,23,CHW,AL,9,9,0,44.1,14,10,3,1,0,.929,,,-1,-5,0,2.64,1.44,P,thorpdr01
1286,Jesús Tinoco,29,TOT,ZZ,32,0,0,40.2,6,3,3,0,0,1.000,,,-1,-29,0,1.33,0.19,P,tinocje01
1287,Michael Toglia,25,COL,NL,116,113,104,997.1,948,870,70,8,96,.992,-6,-7,11,13,2,8.48,7.70,1B-OF,toglimi01
1288,Michael Tonkin,34,TOT,ZZ,57,0,0,79.1,13,6,7,0,1,1.000,,,-1,-15,0,1.47,0.23,P,tonkimi01
1289,Justin Topa,33,MIN,AL,3,0,0,2.1,2,1,1,0,0,1.000,,,0,0,0,7.71,0.67,P,topaju01
1290,Spencer Torkelson,24,DET,AL,90,90,85,799.2,763,701,58,4,59,.995,3,5,2,3,1,8.54,8.43,1B,torkesp01
1291,Abraham Toro,27,OAK,AL,79,71,57,614.1,217,84,128,5,18,.977,-3,-6,-2,-3,0,3.11,2.62,3B-2B-1B-OF,toroab01
1292,Luis Torrens,28,NYM,NL,45,34,21,299.1,317,296,20,1,2,.997,7,28,4,16,-1,9.50,7.02,C-P,torrelu01
1293,Gleyber Torres,27,NYY,AL,153,152,144,1342.2,582,234,330,18,74,.969,-9,-8,-11,-10,-2,3.78,3.69,2B,torregl01
1294,Touki Toussaint,28,CHW,AL,11,0,0,23.0,4,1,1,2,0,.500,,,0,0,0,0.78,0.18,P,toussto01
1295,Ezequiel Tovar,22,COL,NL,157,156,156,1375.2,676,233,435,8,113,.988,18,15,10,9,-1,4.37,4.25,SS,tovarez01
1296,Taylor Trammell,26,TOT,ZZ,7,1,0,21.1,6,6,0,0,0,1.000,1,74,-1,-57,0,2.53,0.86,OF,trammta01
1297,Blake Treinen,36,LAD,NL,50,0,0,46.2,6,2,3,1,0,.833,,,-2,-9,0,0.96,0.10,P,treinbl01
1298,Alan Trejo,28,COL,NL,24,19,12,170.2,74,24,49,1,11,.986,-1,-7,0,0,0,3.85,2.92,2B-3B-SS,trejoal01
1299,Jose Trevino,31,NYY,AL,72,62,48,546.1,580,552,22,6,2,.990,1,2,9,20,3,9.46,7.86,C-P,trevijo01
1300,Jared Triolo,26,PIT,NL,119,114,102,1010.2,380,149,228,3,46,.992,2,3,7,8,1,3.36,2.97,3B-2B-SS-1B-OF,triolja01
1301,Chadwick Tromp,29,ATL,NL,19,16,10,142.2,138,131,7,0,0,1.000,1,10,2,17,0,8.71,7.26,C,trompch01
1302,Mike Trout,32,LAA,AL,24,24,21,203.0,67,65,2,0,1,1.000,0,3,-1,-5,0,2.97,2.79,OF,troutmi01
1303,Cole Tucker,27,LAA,AL,16,11,7,98.0,38,16,18,4,1,.895,-1,-10,-3,-36,0,3.12,1.89,3B-OF-P,tuckeco01
1304,Kyle Tucker,27,HOU,AL,70,68,62,592.2,128,124,4,0,2,1.000,7,13,7,14,1,1.94,1.83,OF,tuckeky01
1305,Brice Turang,24,MIL,NL,152,142,132,1277.2,626,240,379,7,78,.989,12,11,22,21,1,4.36,4.07,2B,turanbr02
1306,Spencer Turnbull,31,PHI,NL,17,7,0,54.1,10,7,3,0,0,1.000,,,-2,-7,0,1.66,0.59,P,turnbsp01
1307,Justin Turner,39,TOT,AL,48,44,24,359.2,295,253,38,4,12,.986,-2,-6,1,3,0,7.28,5.94,1B-3B,turneju01
1308,Trea Turner,31,PHI,NL,118,118,106,1018.2,444,136,291,17,51,.962,-9,-10,-14,-16,0,3.77,3.62,SS,turnetr01
1309,Kyle Tyler,27,MIA,NL,8,7,0,31.2,5,1,4,0,0,1.000,,,1,6,0,1.42,0.63,P,tylerky01
1310,Edwin Uceta,26,TBR,AL,30,0,0,41.2,3,2,1,0,0,1.000,,,-1,-5,0,0.65,0.10,P,ucetaed01
1311,José Ureña,32,TEX,AL,33,9,0,109.0,21,11,9,1,0,.952,,,0,0,0,1.65,0.61,P,urenajo01
1312,Luis Urías,27,SEA,AL,38,29,20,249.1,84,27,51,6,7,.929,2,10,0,0,0,2.82,2.05,3B,uriaslu01
1313,Ramón Urías,30,BAL,AL,96,75,67,702.2,190,58,126,6,12,.968,-6,-10,-3,-5,0,2.36,1.88,3B-2B-1B,uriasra01
1314,Abner Uribe,24,MIL,NL,14,0,0,14.1,7,5,2,0,1,1.000,,,1,14,0,4.40,0.50,P,uribeab01
1315,Gio Urshela,32,TOT,MLB,126,117,107,1038.1,379,181,191,7,34,.982,12,13,1,1,-2,3.22,2.88,3B-1B-SS,urshegi01
1316,Naoyuki Uwasawa,30,BOS,AL,2,0,0,4.0,1,1,0,0,0,1.000,,,0,0,0,2.25,0.50,P,uwasana01
1317,Enmanuel Valdez,25,BOS,AL,68,57,33,479.1,217,71,140,6,23,.972,-3,-8,-5,-12,-1,3.96,3.06,2B-3B-OF,valdeen01
1318,Framber Valdez,30,HOU,AL,28,28,1,176.1,19,2,16,1,3,.947,,,-1,-1,0,0.92,0.64,P,valdefr01
1319,Ricky Vanasco,25,TOT,ZZ,4,0,0,4.0,1,1,0,0,0,1.000,,,0,0,0,2.25,0.25,P,vanasri01
1320,Ildemaro Vargas,32,WSN,NL,92,71,55,679.1,239,100,133,6,32,.975,-2,-4,-3,-5,-2,3.09,2.22,3B-2B-OF-SS-P-1B,vargail01
1321,Miguel Vargas,24,TOT,MLB,65,57,40,484.0,126,58,63,5,10,.960,-7,-16,-2,-4,2,2.25,1.86,3B-OF-1B,vargami01
1322,Gus Varland,27,TOT,ZZ,26,0,0,26.1,4,2,1,1,0,.750,,,0,0,0,1.03,0.12,P,varlagu01
1323,Louie Varland,26,MIN,AL,16,7,0,49.2,7,2,4,1,0,.857,,,2,8,0,1.09,0.38,P,varlalo01
1324,Daulton Varsho,27,TOR,AL,136,123,89,1085.1,327,320,5,2,1,.994,20,22,28,30,1,2.70,2.39,OF,varshda01
1325,Randy Vásquez,25,SDP,NL,20,20,0,98.0,19,4,15,0,2,1.000,,,1,2,0,1.74,0.95,P,vasqura02
1326,Andrew Vaughn,26,CHW,AL,122,121,118,1059.1,896,816,76,4,75,.996,0,0,-4,-5,-1,7.58,7.31,1B,vaughan01
1327,Christian Vázquez,33,MIN,AL,89,82,75,731.1,806,773,29,4,2,.995,1,2,7,11,0,9.87,8.91,C-3B-1B,vazquch01
1328,Luis Vázquez,24,CHC,NL,10,3,2,37.0,18,6,11,1,1,.944,0,16,0,0,0,4.14,1.70,SS-3B-2B,vazqulu01
1329,Nelson Velázquez,25,KCR,AL,20,17,9,140.0,33,32,0,1,0,.970,-3,-27,-1,-8,0,2.06,1.60,OF,velazne01
1330,Anthony Veneziano,26,TOT,ZZ,12,0,0,13.1,1,1,0,0,0,1.000,,,0,0,0,0.68,0.08,P,venezan01
1331,Alex Verdugo,28,NYY,AL,149,145,134,1308.2,293,285,7,1,1,.997,7,6,7,6,1,2.01,1.96,OF,verdual01
1332,Justin Verlander,41,HOU,AL,17,17,0,90.1,9,4,5,0,0,1.000,,,0,0,0,0.90,0.53,P,verlaju01
1333,Alex Vesia,28,LAD,NL,67,0,0,66.1,8,1,6,1,1,.875,,,1,3,0,0.95,0.10,P,vesiaal01
1334,Nick Vespi,28,BAL,AL,11,0,0,12.1,1,1,0,0,0,1.000,,,0,0,0,0.73,0.09,P,vespini01
